Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Código fuente,Fuente,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72300","Estiércol depositado en las pasturas (emisiones N2O)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","7.132","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72340","Estiércol depositado en las pasturas (emisiones directas N2O)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","5.0049","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72360","Estiércol depositado en las pasturas (emisiones indirectas N2O)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","2.1271","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","723602","Indirect emissions (N2O that leaches) (Manure on pasture)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","1.1261","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","723601","Indirect emissions (N2O that volatilises) (Manure on pasture)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","1.001","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72381","Estiércol aplicado a los suelos (N contenido)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kg","18734378.2152","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","723812","Estiércol aplicado a los suelos que lixivia (N contenido)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kg","5620313.4646","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","723811","Estiércol aplicado a los suelos que se volatiliza (N contenido)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kg","3746875.643","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72301","Emisiones (N2O) (Estiércol depositado)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","0.4195","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72341","Estiércol aplicado a los suelos (emisiones directas N2O)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","0.2944","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72361","Estiércol aplicado a los suelos (emisiones indirectas N2O)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","0.1251","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","723612","Indirect emissions (N2O that leaches) (Manure applied)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","0.0662","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","723611","Indirect emissions (N2O that volatilises) (Manure applied)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","0.0589","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","5111","Existencias","02123","Caprinos","1965","1965","3050","FAO TIER 1","Cabeza","18517431","A","Cifra oficial",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72431","Total derivado del sector ganadero (emisiones N2O)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","7.6042","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72441","Total derivado del sector ganadero (emisiones CH4)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","95.0361","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72254","Fermentación entérica (emisiones CH4)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","92.5872","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72386","Gestión del estiércol (estiércol gestionado, N contenido)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kg","18537474.4952","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72256","Gestión del estiércol (emisiones CH4)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","2.449","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72306","Gestión del estiércol (emisiones N2O)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","0.1457","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72346","Gestión del estiércol (emisiones directas N2O)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","0.1457","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72366","Gestión del estiércol (emisiones indirectas N2O)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72380","Estiércol depositado en las pasturas (N contenido)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kg","314539260.388","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","723802","Estiércol depositado en las pasturas que lixivia (N contenido)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kg","94361778.1164","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","723801","Estiércol depositado en las pasturas que se volatiliza (N contenido)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kg","62907852.0776","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72300","Estiércol depositado en las pasturas (emisiones N2O)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","7.0434","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72340","Estiércol depositado en las pasturas (emisiones directas N2O)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","4.9428","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72360","Estiércol depositado en las pasturas (emisiones indirectas N2O)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","2.1007","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","723602","Indirect emissions (N2O that leaches) (Manure on pasture)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","1.1121","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","723601","Indirect emissions (N2O that volatilises) (Manure on pasture)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","0.9886","E","Valor estimado",""
